Iteration	Posterior	Likelihood	Prior	beta_categories[1]	beta_categories[2]	beta_categories[3]	beta_categories[4]	beta_scale	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	br_lengths[52]	br_lengths[53]	br_lengths[54]	br_lengths[55]	br_lengths[56]	br_lengths[57]	br_lengths[58]	br_lengths[59]	br_lengths[60]	br_lengths[61]	br_lengths[62]	br_lengths[63]	br_lengths[64]	br_lengths[65]	br_lengths[66]	br_lengths[67]	matrix_probs[1]	matrix_probs[2]	matrix_probs[3]	matrix_probs[4]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	rel_br_lengths[52]	rel_br_lengths[53]	rel_br_lengths[54]	rel_br_lengths[55]	rel_br_lengths[56]	rel_br_lengths[57]	rel_br_lengths[58]	rel_br_lengths[59]	rel_br_lengths[60]	rel_br_lengths[61]	rel_br_lengths[62]	rel_br_lengths[63]	rel_br_lengths[64]	rel_br_lengths[65]	rel_br_lengths[66]	rel_br_lengths[67]	tree_length
28584	-2610.077	-2716.99	106.9133	0.0180758	0.258426	0.741574	0.981924	0.3146391	0.00824497	0.00508119	0.00217053	0.00611423	0.00119682	0.0318003	0.00129518	0.00249406	0.00653091	0.00247837	0.00675159	0.00459491	0.004881	0.005468	0.00148014	0.00575344	0.00966161	0.000756827	0.000325772	0.00392613	0.00153491	0.00165408	0.00339427	0.00490715	0.00308536	0.00388341	0.00760377	0.00134759	0.00490814	0.000589481	0.00138371	0.00392896	0.000670923	0.00275944	0.00872823	0.00388212	0.000551098	0.00439863	0.0109766	0.0100884	0.00688977	0.0157101	0.00936082	0.00589192	0.0136018	4.67111e-05	0.0109306	0.00100033	0.00255475	0.00669716	0.00625754	0.00445118	0.00889695	0.0059845	0.00663784	0.000851236	0.00499735	0.0105045	0.00259789	0.0109623	0.00142993	0.00403592	0.000317858	0.00611296	0.0117905	0.00290113	0.00187635	0.503218	0.335324	0.0900071	0.0714515	0.0596141	0.252775	0.651125	1.5358	3.95608	16.7746	2.038955	0.0232533	0.0143305	0.00612155	0.017244	0.00337538	0.0896863	0.0036528	0.00703401	0.0184191	0.00698976	0.0190415	0.012959	0.0137659	0.0154214	0.00417444	0.0162264	0.0272486	0.00213448	0.000918774	0.0110729	0.00432892	0.00466501	0.00957285	0.0138396	0.00870164	0.0109524	0.0214449	0.0038006	0.0138424	0.00166251	0.00390247	0.0110808	0.0018922	0.00778245	0.0246162	0.0109488	0.00155426	0.0124054	0.0309573	0.0284524	0.0194312	0.0443073	0.0264003	0.016617	0.0383611	0.000131739	0.0308275	0.00282123	0.00720517	0.018888	0.0176481	0.0125537	0.0250921	0.0168781	0.0187207	0.00240074	0.014094	0.0296259	0.00732683	0.0309171	0.00403284	0.0113825	0.000896454	0.0172404	0.0332529	0.00818205	0.00529186	0.3545722
28620	-2599.927	-2707.068	107.1407	0.0172139	0.256094	0.743906	0.982786	0.3090086	0.012195	0.00491765	0.00185423	0.0169296	0.00638811	0.0550088	0.00964439	0.00683779	0.0121426	0.00457921	0.000888375	0.000372493	0.000896341	0.00248455	0.00194311	0.00427772	0.00372892	0.00151511	0.00189491	0.00117896	0.00216895	0.00101872	0.00205425	0.00632603	0.00705003	0.00196287	0.00734012	0.00470834	0.00400489	0.000521833	0.00217447	0.00342733	0.00124411	0.00242538	0.00909659	0.0253526	0.00764255	0.00667321	0.000333611	0.0138286	0.0133743	0.00628888	0.0210184	0.0044901	0.00363626	0.00924733	0.0104358	0.00575046	0.0125384	0.0199247	0.016899	0.000412827	0.00562979	0.0110781	0.0104456	0.00488903	0.0066389	0.0103882	0.00787461	0.00373268	0.0105785	0.0138518	0.00512318	0.0127926	0.00908698	0.0145696	0.00708874	0.157265	0.719511	0.09865	0.0245733	0.0756504	0.283918	0.67516	1.48113	3.52214	13.2187	1.866698	0.0235963	0.00951526	0.00358779	0.0327574	0.0123605	0.106438	0.0186611	0.0132306	0.0234949	0.00886041	0.00171893	0.000720745	0.00173435	0.0048074	0.00375976	0.00827704	0.00721517	0.00293162	0.0036665	0.00228119	0.00419674	0.00197115	0.00397481	0.0122404	0.0136412	0.003798	0.0142025	0.00911026	0.00774915	0.00100971	0.00420743	0.0066316	0.00240726	0.00469291	0.0176012	0.0490553	0.0147877	0.0129121	0.000645511	0.0267572	0.0258783	0.0121685	0.0406688	0.00868798	0.00703586	0.0178929	0.0201925	0.0111267	0.0242608	0.0385527	0.0326982	0.000798787	0.0108932	0.0214353	0.0202114	0.00945989	0.0128457	0.0201003	0.0152367	0.00722243	0.0204686	0.0268021	0.00991294	0.0247527	0.0175826	0.0281911	0.0137162	0.5168173
28656	-2604.673	-2711.876	107.2033	0.0122683	0.240696	0.759304	0.987732	0.2747343	0.00864788	0.00857443	0.00940469	0.015159	0.00609755	0.0597732	0.00326234	0.00350111	0.0154977	0.00586445	0.00232008	0.00456126	0.00041059	0.0070789	0.00126383	0.00372347	0.00280157	0.00393815	0.00349154	0.00337549	0.000421386	0.00159059	0.00109839	0.0113542	0.00331184	0.00151289	0.00896351	0.00296456	0.00417138	0.00362589	0.00286222	0.0108944	0.000843214	0.00269619	0.017947	0.0085123	0.00471009	0.00478017	0.0002323	0.00614914	0.00691085	0.0154702	0.0260419	0.00447391	0.00211625	0.00713443	0.00728073	0.00969639	0.0201157	0.0165031	0.0251088	8.58384e-05	0.00366315	0.00811998	0.0181744	0.00310978	0.0106846	0.00774941	0.00568663	0.00660259	0.00876773	0.00991938	0.00508647	0.0166822	0.020181	0.00423974	0.0192483	0.0620132	0.631765	0.0594034	0.246819	0.0816797	0.294737	0.683083	1.46395	3.39285	12.2429	1.811251	0.015547	0.0154149	0.0169075	0.0272525	0.010962	0.107459	0.00586496	0.00629422	0.0278614	0.010543	0.00417098	0.00820013	0.000738149	0.0127263	0.00227209	0.00669396	0.0050366	0.00707992	0.00627702	0.00606838	0.000757558	0.00285953	0.00197466	0.0204123	0.00595394	0.00271983	0.0161144	0.00532961	0.00749922	0.00651855	0.00514564	0.0195857	0.00151591	0.00484715	0.0322647	0.0153032	0.0084677	0.00859368	0.000417624	0.0110548	0.0124242	0.027812	0.0468176	0.00804309	0.00380454	0.0128261	0.0130891	0.017432	0.0361635	0.0296688	0.0451401	0.000154318	0.00658553	0.0145979	0.0326736	0.00559069	0.0192085	0.0139317	0.0102233	0.01187	0.0157624	0.0178328	0.00914435	0.0299909	0.0362809	0.0076221	0.0346041	0.5562423
28692	-2610.785	-2717.629	106.8431	0.0310351	0.286175	0.713825	0.968965	0.3930984	0.00829523	0.0054093	0.000993739	0.00681249	0.00116823	0.0417928	0.000100481	0.00302754	0.0186862	0.00227126	0.000565787	0.000622606	0.00228216	0.00573785	0.000545336	0.00303758	0.00352442	5.74784e-06	0.0003563	0.00108463	0.00122288	8.74672e-05	0.00130246	0.0121864	0.000786271	0.0053644	0.00514844	0.00286564	0.00367975	3.69144e-05	0.00217031	0.00241724	0.000830001	0.00278193	0.00991284	0.0188666	0.00327805	0.00283873	0.0088933	0.00540357	0.00426445	0.0109073	0.00439455	0.0069408	0.00839441	0.00167964	0.00775226	0.0150705	0.000321306	0.016641	0.00463124	0.0112932	0.00511587	0.0155606	0.0063589	0.0178517	0.0113828	0.0104259	0.000126688	0.0186497	0.0136833	0.0127497	0.020469	0.0034137	0.000336888	0.000572314	0.00236979	0.242083	0.656695	0.0154999	0.0857222	0.0550653	0.243177	0.643309	1.55446	4.11223	18.1602	2.096347	0.0193927	0.0126459	0.00232318	0.0159263	0.00273111	0.0977037	0.000234905	0.00707782	0.0436849	0.00530977	0.0013227	0.00145554	0.00533527	0.013414	0.00127489	0.0071013	0.00823944	1.34374e-05	0.000832963	0.00253565	0.00285886	0.000204482	0.00304491	0.0284895	0.00183815	0.0125409	0.0120361	0.00669932	0.00860257	8.6299e-05	0.00507378	0.00565105	0.00194039	0.00650364	0.0231744	0.0441066	0.00766346	0.00663642	0.0207909	0.0126325	0.00996948	0.0254992	0.0102736	0.0162263	0.0196245	0.00392669	0.0181233	0.035232	0.000751152	0.0389035	0.010827	0.0264014	0.0119599	0.0363777	0.0148659	0.0417339	0.0266108	0.0243737	0.000296173	0.0435995	0.031989	0.0298065	0.0478528	0.0079806	0.000787581	0.00133796	0.00554012	0.4277504
28728	-2607.77	-2715.038	107.2682	0.00603159	0.212476	0.787524	0.993968	0.2223517	0.0234731	0.0120519	0.00266846	0.0194593	0.0143712	0.10138	0.00187212	0.00883854	0.0323624	0.00482395	0.0129306	0.0121761	0.00451912	0.0206897	0.000152062	0.0027831	0.0084643	0.0016211	0.000249391	0.0115229	0.000804131	0.00302307	0.00600048	0.0080399	0.0129678	0.0134618	0.0123076	0.00920632	0.00671845	0.000297915	0.0153745	0.00610761	0.00209043	0.0103219	0.0238253	0.000285661	0.0165218	0.0269897	0.0374181	0.0100866	0.0157998	0.0185894	0.0125566	0.0111248	0.00534162	0.0079823	0.0312763	0.00430796	0.00867772	0.0271539	0.026672	0.00201096	0.0164125	0.0132806	0.0348811	0.0426412	0.0447021	0.0084636	0.00459623	0.00241516	0.000865131	0.0280953	0.0150554	0.0161459	0.00570047	0.0564798	0.000137676	0.549229	0.343283	0.0917494	0.0157385	0.132246	0.372817	0.735046	1.36046	2.68228	7.56168	1.462836	0.0239614	0.0123026	0.00272396	0.0198641	0.0146701	0.103488	0.00191106	0.00902238	0.0330355	0.00492429	0.0131996	0.0124293	0.00461311	0.0211201	0.000155225	0.00284099	0.00864036	0.00165482	0.000254578	0.0117626	0.000820857	0.00308595	0.00612529	0.00820713	0.0132375	0.0137418	0.0125636	0.00939781	0.0068582	0.000304112	0.0156943	0.00623465	0.00213391	0.0105366	0.0243209	0.000291603	0.0168654	0.0275511	0.0381964	0.0102964	0.0161285	0.0189761	0.0128177	0.0113562	0.00545272	0.00814833	0.0319269	0.00439756	0.00885822	0.0277187	0.0272267	0.00205279	0.0167539	0.0135568	0.0356067	0.0435282	0.0456319	0.00863965	0.00469183	0.00246539	0.000883125	0.0286797	0.0153685	0.0164818	0.00581904	0.0576546	0.00014054	0.979624
28764	-2599.138	-2706.142	107.0045	0.06105	0.326144	0.673856	0.93895	0.5644115	0.0138423	0.00176992	0.00965384	0.00729139	0.00391078	0.090976	0.00315424	0.00819382	0.0176036	0.002076	0.00526873	0.00259684	0.00483176	0.00146315	0.000529645	0.00422831	0.00682664	7.07986e-05	0.00363377	0.000407127	0.00120767	0.00447898	0.00520068	0.00916611	0.0106888	0.0065773	0.00540964	0.00163445	0.00511624	0.00135833	0.00559536	0.00717557	0.00268696	0.00427399	0.0131302	0.0176898	0.00687947	0.00391018	0.0230633	0.0172178	0.00251939	0.00417383	0.00419073	0.0123736	0.010366	0.00263454	0.00450335	0.00860825	0.00110308	0.0132476	0.00702426	0.0179472	0.0214529	0.0126038	0.00253025	0.0128498	0.0124984	0.00859648	0.0016926	0.0158964	0.0157063	0.00446031	0.0107432	0.00796284	0.00168429	0.0203303	0.00388046	0.386577	0.52486	0.0475328	0.0410293	0.0864866	0.303073	0.689052	1.45127	3.29953	11.5625	1.769903	0.0237689	0.00303917	0.0165768	0.0125202	0.00671529	0.156217	0.00541622	0.0140698	0.0302275	0.00356475	0.00904706	0.00445909	0.00829673	0.0025124	0.000909465	0.00726053	0.0117222	0.00012157	0.00623964	0.000699087	0.00207371	0.00769096	0.00893022	0.0157393	0.0183539	0.011294	0.00928902	0.00280655	0.00878522	0.00233242	0.00960793	0.0123213	0.00461383	0.00733897	0.0225462	0.0303755	0.0118129	0.00671426	0.0396025	0.0295651	0.00432611	0.00716698	0.007196	0.021247	0.0177998	0.00452383	0.00773282	0.0147814	0.00189412	0.0227477	0.0120615	0.0308175	0.0368373	0.0216422	0.00434476	0.0220647	0.0214612	0.0147612	0.0029064	0.0272961	0.0269696	0.00765891	0.0184474	0.0136732	0.00289213	0.0349097	0.00666323	0.5823693
28800	-2613.645	-2720.898	107.2528	0.0126935	0.242186	0.757814	0.987307	0.277847	0.0160277	0.00372834	0.00854366	0.0121402	0.0129063	0.0819525	0.00352163	0.00717035	0.0216728	0.00193001	0.00502183	0.00957869	0.00980724	0.00119756	0.00659527	0.00835845	0.0310863	0.0031888	0.000987195	0.000263352	0.0015824	0.00818419	0.00760441	0.00675336	0.00838397	0.00939061	0.00384752	0.00566376	0.0118773	0.00186919	0.00766075	0.00721234	0.00311097	0.00582918	0.018561	0.0174073	0.00925337	0.0073861	0.0108168	0.0136049	0.00392054	0.00911643	0.00891705	0.0143802	0.000480769	0.00449339	0.00494564	0.0261542	0.0065469	0.0135569	0.0129126	0.0255421	0.0127559	0.0220775	0.00373616	0.00998702	0.01381	0.00870337	0.00457956	0.0200933	0.0142641	0.0115198	0.0156784	0.00656472	0.00349612	0.00796156	0.00376442	0.31764	0.456065	0.0626488	0.163646	0.0949455	0.317184	0.698905	1.43081	3.15274	10.5324	1.702431	0.0228433	0.00531378	0.0121768	0.0173026	0.0183946	0.116802	0.00501917	0.0102195	0.030889	0.00275073	0.00715732	0.0136519	0.0139777	0.00170681	0.00939984	0.0119128	0.0443055	0.00454481	0.00140699	0.000375339	0.0022553	0.0116644	0.0108381	0.00962515	0.0119492	0.0133839	0.00548363	0.00807221	0.016928	0.00266404	0.0109184	0.0102793	0.00443387	0.00830797	0.0264539	0.0248096	0.0131883	0.010527	0.0154166	0.0193903	0.00558771	0.0129931	0.0127089	0.0204952	0.000685211	0.00640416	0.00704872	0.037276	0.00933091	0.0193219	0.0184036	0.0364036	0.0181802	0.0314657	0.00532493	0.0142339	0.0196826	0.0124044	0.00652697	0.0286378	0.0203298	0.0164185	0.0223455	0.00935629	0.0049828	0.0113471	0.0053652	0.7016365
28836	-2604.316	-2709.468	105.1526	0.146501	0.386771	0.613229	0.853499	1.190762	0.00317518	0.00100798	0.00055266	0.0024716	0.00148522	0.0152456	0.000372701	0.000580998	0.00649966	0.00139839	0.000779286	0.000403684	0.000318042	0.0031537	0.000484528	0.0011376	0.00115798	0.00356995	1.0227e-05	0.00122747	0.000156673	0.000531403	0.00111079	0.00286754	0.000999704	0.00376517	0.00249853	0.00235457	0.00125398	0.000479666	0.00140829	0.00156902	0.000910328	0.000564085	0.00414728	0.0033659	0.00128495	0.00107059	0.00133563	0.0030469	0.00152663	0.00351097	0.00368758	0.00175831	0.00619971	0.000284999	0.00591489	0.000178957	0.000634623	0.0028099	0.00453585	0.00171906	0.000619935	0.00532832	0.00429484	0.00345295	0.0057166	0.00102741	0.00225817	0.00304818	0.00216325	0.00475591	3.69145e-05	0.00152326	0.00436485	0.00292025	0.00164215	0.504692	0.181576	0.296771	0.0169607	0.030788	0.183138	0.588845	1.69824	5.46035	32.4802	2.516736	0.0203972	0.00647519	0.00355025	0.0158774	0.00954095	0.0979368	0.0023942	0.00373229	0.0417534	0.00898318	0.00500608	0.00259324	0.00204308	0.0202592	0.00311258	0.00730788	0.00743876	0.0229331	6.56976e-05	0.0078852	0.00100646	0.0034137	0.00713561	0.0184208	0.00642203	0.0241872	0.0160504	0.0151256	0.00805545	0.00308134	0.00904673	0.0100793	0.00584788	0.00362365	0.0266419	0.0216223	0.00825444	0.00687741	0.00858001	0.0195731	0.00980694	0.0225543	0.0236887	0.0112953	0.0398265	0.00183082	0.0379968	0.00114961	0.00407678	0.0180506	0.029138	0.0110431	0.00398242	0.0342288	0.0275898	0.0221815	0.036723	0.0066	0.0145063	0.0195813	0.0138965	0.0305517	0.000237136	0.00978532	0.0280395	0.0187595	0.0105491	0.1556679
28872	-2592.005	-2696.234	104.2289	0.175812	0.400778	0.599221	0.824189	1.508463	0.00180281	0.00184366	0.00104738	0.000671672	0.000307716	0.0144626	0.000957669	0.000435575	0.00271682	0.000266765	0.000239454	0.000966761	0.000484656	0.00102428	0.000488392	0.000155285	0.000331132	0.00111125	2.16554e-05	0.000572838	0.000191304	6.45632e-05	6.4214e-05	0.00158103	0.00126906	0.00108273	0.000533427	0.00104708	0.00089602	0.000110091	0.00107824	0.000393396	0.000228301	0.000739933	0.00239606	0.00154451	0.000346676	0.00125035	0.0013959	0.00250176	0.000823881	0.00344556	0.00329646	0.00110164	0.00405131	0.000813466	0.00169222	5.43011e-05	0.00141862	0.00126086	0.00269117	0.00215452	0.00176378	0.00210993	0.00237933	0.00228315	0.00244972	0.00225748	0.000981623	0.00261221	0.00193381	0.00257677	0.000283274	0.001614	0.00253747	0.00221607	0.00115199	0.664302	0.0426903	0.233202	0.0598059	0.0200427	0.148545	0.551614	1.81286	6.73195	49.8936	2.827122	0.0179246	0.0183307	0.0104136	0.00667814	0.00305949	0.143795	0.00952169	0.00433073	0.0270122	0.00265233	0.00238079	0.00961209	0.00481873	0.010184	0.00485587	0.00154394	0.0032923	0.0110486	0.00021531	0.00569548	0.00190205	0.000641924	0.000638452	0.0157195	0.0126177	0.0107651	0.00530364	0.0104106	0.00890874	0.00109459	0.0107205	0.00391137	0.0022699	0.00735683	0.023823	0.0153564	0.00344685	0.0124317	0.0138788	0.0248739	0.00819149	0.0342577	0.0327753	0.0109531	0.0402805	0.00808794	0.016825	0.000539892	0.0141048	0.0125362	0.0267572	0.0214215	0.0175365	0.0209781	0.0236567	0.0227004	0.0243565	0.0224452	0.00975986	0.0259721	0.019227	0.0256197	0.00281647	0.0160473	0.0252289	0.0220334	0.0114538	0.1005776
28908	-2604.069	-2709.042	104.973	0.160322	0.393628	0.606372	0.839677	1.331038	0.00297595	0.00204659	0.00253691	0.00127157	0.000135931	0.0182605	0.000345352	0.00130001	0.00327976	0.000747769	0.000603046	0.00228647	0.0007962	0.00184553	0.00187285	0.000110315	0.00794725	0.00289198	1.86416e-05	0.000617358	0.00013222	8.61716e-05	0.00074097	0.00334743	0.00275994	0.00121041	0.000980005	0.00104384	0.00117663	0.000406854	0.00131627	0.000905035	0.000462831	0.00126138	0.00228004	0.00316881	0.000858864	0.00271861	0.00410099	0.004917	0.000232278	0.00546867	0.0035589	0.00288088	0.00671179	0.00136261	0.000940089	0.000810855	0.000322054	0.00273298	0.00383095	0.00345901	0.00135373	0.00482725	0.00225644	0.00130958	0.00199341	0.00484763	0.00208091	0.00311429	0.000814286	0.00333561	0.00193341	0.00107266	0.0029647	0.00579175	0.00152884	0.595073	0.0835872	0.154526	0.166814	0.028462	0.176255	0.581848	1.71866	5.6736	35.1346	2.573537	0.0189189	0.0130108	0.0161279	0.00808372	0.000864151	0.116087	0.0021955	0.00826451	0.0208503	0.00475378	0.00383373	0.0145357	0.00506167	0.0117326	0.0119062	0.000701307	0.0505229	0.0183851	0.00011851	0.00392472	0.000840562	0.000547817	0.00471056	0.0212805	0.0175457	0.00769493	0.00623017	0.006636	0.00748018	0.00258649	0.00836792	0.00575356	0.00294235	0.00801893	0.0144949	0.020145	0.00546004	0.017283	0.0260711	0.0312588	0.00147666	0.0347659	0.022625	0.0183146	0.0426688	0.00866251	0.00597641	0.00515484	0.00204739	0.0173744	0.0243544	0.0219899	0.00860605	0.0306882	0.0143448	0.00832536	0.0126727	0.0308178	0.013229	0.0197985	0.00517665	0.0212054	0.0122913	0.00681917	0.0188474	0.0368198	0.00971927	0.1572999
28944	-2607.32	-2711.708	104.3875	0.185404	0.404965	0.595035	0.814596	1.630956	0.00315042	0.000828277	0.00271281	0.0025903	0.000955851	0.0116269	0.000720282	0.000554057	0.00277812	0.00058201	0.000601424	0.00120935	0.000145115	0.00163056	0.000991543	0.000475978	0.00304564	0.00180922	0.000328702	0.000476412	0.000102739	0.000469851	0.00122648	0.00257437	0.000556007	0.0014532	0.00134188	0.000835134	0.00081346	0.000263525	0.00110685	0.000813382	0.000526372	0.00129592	0.00222303	0.00177101	0.00045553	0.00059807	0.00342044	0.000772558	0.00125496	0.00591855	0.00674345	0.00154672	0.00363131	9.79058e-05	0.00438997	0.00020493	0.000107812	0.00088591	0.00441636	0.00173543	0.00122525	0.00233542	0.00538929	0.00386677	0.00270839	0.00350046	0.00232854	0.00229989	0.00399918	0.0018437	0.000445302	0.00283621	0.00248427	0.00342052	0.000701928	0.580598	0.173211	0.165947	0.0802439	0.0218838	0.155051	0.55904	1.78878	6.44951	45.6959	2.763576	0.0242058	0.00636396	0.0208435	0.0199022	0.00734416	0.0893336	0.00553419	0.00425703	0.0213453	0.0044718	0.00462097	0.00929189	0.00111497	0.0125282	0.0076184	0.00365712	0.0234008	0.0139009	0.00252554	0.00366045	0.000789382	0.00361004	0.00942354	0.0197798	0.00427201	0.0111655	0.0103102	0.00641664	0.00625012	0.00202476	0.00850431	0.00624952	0.00404432	0.00995701	0.0170803	0.0136073	0.00350001	0.00459519	0.0262805	0.00593585	0.00964236	0.0454744	0.0518124	0.0118841	0.0279007	0.000752247	0.0337298	0.00157455	0.000828363	0.00680678	0.0339325	0.0133339	0.00941404	0.0179439	0.0414079	0.0297099	0.0208096	0.0268953	0.0178911	0.0176709	0.0307272	0.0141658	0.00342143	0.0217916	0.0190876	0.0262811	0.00539318	0.1301512
28980	-2605.011	-2709.671	104.6606	0.158739	0.392867	0.607134	0.841261	1.314163	0.00254963	0.000511414	0.00192817	0.00143333	0.000718737	0.0108637	0.00063638	0.000159408	0.00611476	0.000290968	0.000644937	0.0017621	0.000691899	0.00248011	0.00276624	0.00148035	0.00137355	0.00100842	0.000174441	0.000183721	5.58344e-05	0.00058997	0.000458532	0.00230142	0.000959565	0.000423787	0.00126044	0.000691747	0.0012028	0.000407233	0.000718854	0.000872292	0.000603919	0.000756142	0.00296429	0.000838118	1.74597e-05	0.000649031	0.00206436	0.00101824	0.000578455	0.00353741	0.00242935	0.00151963	0.00399698	0.0017197	0.000951046	0.000249184	4.59018e-05	0.00160632	0.00301368	0.00183449	0.00164809	0.00313028	0.00446914	0.00325482	0.00263894	0.00369326	0.00193021	0.00246794	0.00181214	0.00429927	0.000618273	0.00255247	0.00183404	0.00250716	0.00123066	0.533442	0.131881	0.303277	0.0313998	0.0245439	0.163972	0.568883	1.75783	6.09858	40.7434	2.680629	0.0219427	0.00440134	0.0165942	0.0123356	0.0061856	0.0934955	0.00547682	0.0013719	0.0526249	0.00250413	0.00555046	0.015165	0.00595463	0.0213444	0.0238068	0.0127402	0.011821	0.00867865	0.00150128	0.00158114	0.000480522	0.0050774	0.00394622	0.0198065	0.00825821	0.0036472	0.0108476	0.00595332	0.0103516	0.00350473	0.0061866	0.00750713	0.00519745	0.00650752	0.0255113	0.00721302	0.000150262	0.00558569	0.0177663	0.00876321	0.0049783	0.0304437	0.0209075	0.0130782	0.0343988	0.0148001	0.0081849	0.00214453	0.00039504	0.0138243	0.0259363	0.015788	0.0141838	0.0269399	0.0384623	0.0280117	0.0227112	0.031785	0.0166118	0.0212396	0.0155957	0.0370004	0.00532099	0.0219671	0.0157841	0.0215772	0.0105913	0.1161952
29016	-2608.635	-2712.934	104.2992	0.154587	0.390842	0.609158	0.845414	1.270936	0.00193183	0.000247155	0.00173509	0.00120074	0.00121967	0.00862771	0.000508347	0.000785754	0.00233887	0.000792678	0.000147463	0.00155469	0.00123255	0.000236638	0.00105951	0.000953102	0.00106709	7.77206e-05	7.35803e-06	0.000246247	3.24755e-05	0.000470229	0.000589443	0.00104021	0.000813461	0.000384504	0.000992862	0.0013778	0.000469639	0.000251291	0.000980779	0.0011744	0.000629418	0.000645118	0.00182841	0.000268882	0.000123068	0.000575427	0.00127201	0.000340502	0.00102507	0.00360891	0.00272501	0.00121151	0.00348665	0.00061397	0.00172781	0.000374652	1.02933e-05	0.00201544	0.00360129	0.00159418	0.000892227	0.00273126	0.00330916	0.00307435	0.00187519	0.00246041	0.00122346	0.00149651	0.00364722	0.00138896	0.000419418	0.00132067	0.00167526	0.00274405	0.000756934	0.688158	0.00362561	0.298682	0.00953501	0.0183786	0.142397	0.544387	1.83693	7.02261	54.411	2.889793	0.0211731	0.00270885	0.0190168	0.0131603	0.0133678	0.0945606	0.00557154	0.00861194	0.0256342	0.00868784	0.00161621	0.0170396	0.0135089	0.00259358	0.0116124	0.0104461	0.0116954	0.000851826	8.06448e-05	0.0026989	0.000355935	0.00515376	0.00646036	0.0114009	0.00891562	0.0042142	0.0108819	0.0151009	0.00514729	0.00275417	0.0107494	0.0128715	0.00689849	0.00707056	0.0200395	0.00294698	0.00134883	0.00630674	0.0139414	0.00373193	0.0112349	0.039554	0.0298664	0.0132783	0.0382141	0.00672917	0.0189369	0.00410623	0.000112816	0.0220895	0.0394705	0.0174723	0.0097789	0.0299349	0.0362687	0.0336952	0.0205522	0.0269663	0.0134093	0.0164019	0.0399739	0.0152232	0.00459686	0.0144747	0.018361	0.0300751	0.00829608	0.09123999
