Iteration	Posterior	Likelihood	Prior	beta_categories[1]	beta_categories[2]	beta_categories[3]	beta_categories[4]	beta_scale	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	br_lengths[52]	br_lengths[53]	br_lengths[54]	br_lengths[55]	br_lengths[56]	br_lengths[57]	br_lengths[58]	br_lengths[59]	br_lengths[60]	br_lengths[61]	br_lengths[62]	br_lengths[63]	br_lengths[64]	br_lengths[65]	br_lengths[66]	br_lengths[67]	matrix_probs[1]	matrix_probs[2]	matrix_probs[3]	matrix_probs[4]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	rel_br_lengths[52]	rel_br_lengths[53]	rel_br_lengths[54]	rel_br_lengths[55]	rel_br_lengths[56]	rel_br_lengths[57]	rel_br_lengths[58]	rel_br_lengths[59]	rel_br_lengths[60]	rel_br_lengths[61]	rel_br_lengths[62]	rel_br_lengths[63]	rel_br_lengths[64]	rel_br_lengths[65]	rel_br_lengths[66]	rel_br_lengths[67]	tree_length
33696	-2595.105	-2701.212	106.1073	0.105562	0.362859	0.637141	0.894438	0.8505101	0.0469757	0.0063798	0.00994503	0.0200968	0.00945746	0.185527	9.31837e-05	0.00866478	0.0318069	0.00989182	0.0144434	0.00943079	0.0129633	0.0102031	0.015786	0.0116425	0.013295	0.0209528	0.00104667	0.00447278	0.0027888	0.0100876	0.012571	0.039044	0.0126247	0.0223584	0.0232885	0.012079	0.0108486	0.00503295	0.0133227	0.0304479	0.00436049	0.00272483	0.0552577	0.0571506	0.0371855	0.0259367	0.0592621	0.0142378	0.00213113	0.0333816	0.000570553	0.00275307	0.027881	0.0204799	0.0221069	0.05395	0.00107364	0.0395031	0.0253846	0.0010472	0.0351694	0.0433918	0.073799	0.0434389	0.0359494	0.0306092	0.0242431	0.027739	0.025389	0.000434576	0.102704	0.0268672	0.0421803	0.0414276	0.0157905	0.358572	0.50509	0.0917376	0.0446008	0.187136	0.4416	0.774918	1.29046	2.26449	5.34372	1.211807	0.0277457	0.00376816	0.00587392	0.01187	0.00558595	0.109579	5.5038e-05	0.00511776	0.0187864	0.0058425	0.00853081	0.00557019	0.00765663	0.00602636	0.00932382	0.00687652	0.00785256	0.0123756	0.000618203	0.0026418	0.00164718	0.00595811	0.00742496	0.0230609	0.00745666	0.0132058	0.0137551	0.00713431	0.0064076	0.00297266	0.00786892	0.0179837	0.00257548	0.00160939	0.0326374	0.0337554	0.0219632	0.0153192	0.0350026	0.00840943	0.00125873	0.0197165	0.000336991	0.00162607	0.0164676	0.0120962	0.0130572	0.031865	0.000634137	0.0233321	0.0149931	0.000618517	0.0207724	0.0256289	0.0435886	0.0256567	0.0212331	0.018079	0.0143189	0.0163837	0.0149957	0.000256678	0.0606612	0.0158688	0.0249133	0.0244688	0.00932647	1.69308
33732	-2597.165	-2703.482	106.3172	0.148323	0.387704	0.612296	0.851677	1.208385	0.0458497	0.00503406	0.0133281	0.0164704	0.00440974	0.117873	0.00194701	0.0106138	0.0401763	0.0143909	0.00345243	0.00743668	0.00761839	0.0161136	0.00109813	0.00966556	0.0172079	0.0157236	0.00234513	0.00125147	0.000876916	0.00155923	0.00723812	0.0361122	0.0141937	0.00795429	0.0188068	0.00625242	0.00777658	0.00420777	0.00663178	0.0151588	0.001387	0.00431323	0.0303926	0.0474694	0.021675	0.011006	0.0325861	0.00368693	0.000812465	0.00997654	0.00514359	0.0125698	0.0305865	0.0178752	0.00872383	0.0707766	0.0010882	0.0188758	0.0239644	0.00403514	0.0316325	0.0263403	0.0362765	0.0286518	0.021043	0.012942	0.0501142	0.0215139	0.0134114	0.00424938	0.0464919	0.0172669	0.0165499	0.0164661	0.0109865	0.460928	0.425893	0.0215856	0.0915942	0.165371	0.415758	0.760475	1.31497	2.40525	6.04702	1.30121	0.0385404	0.00423153	0.0112033	0.0138447	0.00370674	0.0990813	0.00163662	0.00892172	0.0337714	0.0120967	0.00290204	0.00625112	0.00640387	0.0135447	0.000923064	0.00812468	0.0144647	0.0132169	0.00197127	0.00105196	0.000737118	0.00131066	0.00608422	0.0303552	0.0119309	0.00668622	0.0158086	0.00525566	0.00653684	0.00353697	0.00557454	0.0127422	0.00116589	0.00362562	0.0255474	0.0399018	0.0182196	0.0092514	0.0273912	0.00309916	0.000682942	0.00838608	0.0043236	0.010566	0.0257104	0.0150256	0.00733308	0.0594934	0.000914721	0.0158666	0.020144	0.00339186	0.0265896	0.0221411	0.0304933	0.0240841	0.0176883	0.0108788	0.042125	0.0180841	0.0112734	0.00357195	0.0390802	0.0145142	0.0139115	0.0138411	0.00923503	1.189655
33768	-2598.145	-2705.538	107.3925	0.0114883	0.237861	0.762139	0.988512	0.2689173	0.0301804	0.00760442	0.0144502	0.0155378	0.0061959	0.0756376	0.0011328	0.000737204	0.0361727	0.0159521	0.00434188	0.00439362	0.00289304	0.0111836	0.00333945	0.00756191	0.00660906	0.00650236	0.00128532	0.0117883	0.00171285	0.00351286	0.000165531	0.0255872	0.0050729	0.0135446	0.01502	0.00564318	0.00579731	0.00467026	0.0160741	0.0128815	0.000975366	0.0027092	0.0244861	0.0252329	0.013782	0.0119491	0.021388	0.00316651	0.00032801	0.0104198	0.00248818	0.00845037	0.0172819	0.0160486	0.0110288	0.0549916	0.0159446	0.0271335	0.0232436	0.0011419	0.0414732	0.0163893	0.0227273	0.0221503	0.0141615	0.0234504	0.0060091	0.0343211	0.0059621	0.00657128	0.0304325	0.0149034	0.0222849	0.0362712	0.00554816	0.161513	0.634464	0.0938716	0.110151	0.153784	0.401286	0.752116	1.32958	2.49199	6.50265	1.353736	0.0311772	0.00785558	0.0149274	0.016051	0.00640054	0.0781357	0.00117021	0.000761552	0.0373674	0.016479	0.00448529	0.00453873	0.0029886	0.011553	0.00344974	0.00781167	0.00682735	0.00671712	0.00132777	0.0121776	0.00176942	0.00362888	0.000170998	0.0264323	0.00524045	0.0139919	0.0155161	0.00582956	0.00598878	0.00482451	0.016605	0.0133069	0.00100758	0.00279868	0.0252948	0.0260663	0.0142372	0.0123437	0.0220944	0.00327109	0.000338844	0.010764	0.00257036	0.00872947	0.0178527	0.0165787	0.0113931	0.0568079	0.0164712	0.0280297	0.0240113	0.00117961	0.042843	0.0169306	0.023478	0.0228819	0.0146292	0.024225	0.00620757	0.0354546	0.00615902	0.00678832	0.0314377	0.0153956	0.0230209	0.0374691	0.00573141	0.9680279
33804	-2598.003	-2704.875	106.8727	0.0207773	0.265231	0.734769	0.979223	0.3318254	0.0379653	0.00214834	0.0197016	0.0226599	0.0318681	0.162665	0.00191363	0.00209387	0.0410425	0.0217405	0.000223049	0.0101862	0.0251388	0.0142415	0.00141968	0.0186598	0.0269717	0.0106951	0.000307108	0.00128501	0.00187369	0.00203192	0.00165664	0.0291856	0.0118545	0.0193832	0.00679313	0.0091519	0.0101285	0.00157503	0.0212391	0.00258475	0.00588361	0.0115287	0.0261678	0.0425358	0.0334465	0.0191545	0.0162161	0.0141652	0.00710156	0.0213239	0.00460745	0.0271415	0.0383454	0.0224615	0.0116034	0.0879009	0.0151436	0.0173777	0.0307124	0.000602634	0.045244	0.0333751	0.055441	0.0450379	0.0158128	0.0272178	0.00836723	0.0453493	0.0104382	0.00966017	0.0399025	0.0204267	0.0272906	0.0419933	0.018634	0.217394	0.62085	0.13975	0.0220055	0.17414	0.426367	0.766477	1.30467	2.3454	5.74252	1.263851	0.025862	0.00146345	0.0134207	0.015436	0.0217086	0.110807	0.00130357	0.00142635	0.0279582	0.0148097	0.000151941	0.00693888	0.0171246	0.00970131	0.000967086	0.0127111	0.0183731	0.00728548	0.000209202	0.000875354	0.00127636	0.00138415	0.00112851	0.0198813	0.00807532	0.0132038	0.00462749	0.00623428	0.00689956	0.00107291	0.0144681	0.00176073	0.00400792	0.00785334	0.0178256	0.0289755	0.0227838	0.0130481	0.0110464	0.00964938	0.00483759	0.0145258	0.0031386	0.0184888	0.0261209	0.0153008	0.00790427	0.0598782	0.0103158	0.0118377	0.0209213	0.000410515	0.0308203	0.0227352	0.0377665	0.0306798	0.0107717	0.0185408	0.00569977	0.030892	0.00711048	0.00658052	0.0271816	0.0139147	0.0185904	0.0286059	0.0126935	1.467995
33840	-2614.063	-2720.5	106.4363	0.0159785	0.252594	0.747406	0.984022	0.3007881	0.0381157	0.00938525	0.0198053	0.0279445	0.0403233	0.23593	0.00427214	0.000251148	0.0375034	0.00882365	0.0127179	0.00706111	0.0587209	0.0178599	0.00330173	0.0027898	0.00265801	0.0341415	0.00170197	0.0135554	0.00985959	0.0193227	0.0180994	0.0383222	0.0432455	0.011971	0.0136385	0.0036577	0.0146237	0.011392	0.0173682	0.0131765	0.00189503	0.0140439	0.0525449	0.0472625	0.0229654	0.0112996	0.0422615	0.00644615	0.00322922	0.0200145	0.00196727	0.0310486	0.0290948	0.0109096	0.00817967	0.0948239	0.0165238	0.0450806	0.0335122	0.00293855	0.0447653	0.0202754	0.0545639	0.0373518	0.0337332	0.0325817	0.0253905	0.0683559	0.0280088	0.0345715	0.0340341	0.0140778	0.0497625	0.0552965	0.014643	0.240424	0.605559	0.10322	0.0507975	0.188755	0.44346	0.775934	1.28877	2.255	5.29786	1.205575	0.0207716	0.0051146	0.0107931	0.0152287	0.0219747	0.128573	0.00232815	0.000136866	0.0204379	0.00480855	0.00693079	0.00384803	0.0320006	0.00973296	0.00179931	0.00152033	0.00144851	0.0186058	0.00092751	0.00738716	0.0053731	0.0105301	0.00986348	0.0208841	0.0235671	0.00652375	0.00743247	0.00199331	0.00796933	0.00620819	0.009465	0.00718067	0.00103272	0.00765339	0.0286349	0.0257562	0.0125152	0.00615786	0.0230309	0.0035129	0.0017598	0.0109071	0.00107209	0.0169203	0.0158555	0.00594529	0.0044576	0.0516753	0.00900484	0.0245672	0.0182628	0.0016014	0.0243953	0.0110493	0.0297352	0.0203553	0.0183833	0.0177558	0.0138368	0.0372513	0.0152637	0.0188401	0.0185473	0.00767185	0.0271187	0.0301344	0.00797987	1.834993
33876	-2606.262	-2712.203	105.9413	0.19072	0.407214	0.592786	0.80928	1.703571	0.032534	0.00644686	0.00934848	0.0204122	0.0128842	0.137853	0.00507347	0.00369652	0.0247129	0.00336163	0.0133735	0.00471365	0.00267817	0.00196795	0.000752785	0.00508497	0.0311773	0.0126158	0.00549496	0.00160557	0.00186055	0.00470604	0.00414895	0.0172972	0.0113762	0.00963454	0.00813064	0.0150151	0.00265555	0.00245283	0.00897717	0.00635984	0.00203434	0.00597089	0.0207533	0.00440916	0.0234928	0.0216612	0.0195218	0.0120622	0.000177439	0.00224511	0.00422315	0.00592088	0.0233688	0.00919426	0.0111612	0.0659829	0.014243	0.00644366	0.00909492	0.0102534	0.0362437	0.0438831	0.0231924	0.0200665	0.0282847	0.0172503	0.012661	0.0380833	0.0200876	0.0250067	0.0250786	0.0123889	0.0215843	0.0287836	0.0157162	0.614743	0.107241	0.246768	0.0312487	0.14864	0.394683	0.748233	1.33648	2.53368	6.72766	1.378334	0.0304361	0.00603114	0.00874566	0.019096	0.0120533	0.128964	0.00474631	0.00345815	0.0231194	0.00314486	0.0125111	0.0044097	0.00250547	0.00184105	0.000704243	0.00475707	0.0291669	0.0118023	0.00514063	0.00150204	0.00174058	0.00440258	0.00388141	0.0161818	0.0106426	0.00901327	0.00760635	0.0140469	0.00248431	0.00229467	0.00839829	0.00594974	0.00190316	0.00558587	0.019415	0.00412484	0.0219779	0.0202644	0.018263	0.0112844	0.000165997	0.00210034	0.00395082	0.00553908	0.0218619	0.00860138	0.0104415	0.0617281	0.0133246	0.00602815	0.00850845	0.00959226	0.0339066	0.0410534	0.0216969	0.0187725	0.0264608	0.016138	0.0118446	0.0356276	0.0187923	0.0233942	0.0234615	0.01159	0.0201925	0.0269276	0.0147028	1.068928
33912	-2606.36	-2713.158	106.7987	0.0445589	0.306805	0.693195	0.955441	0.4700607	0.0269968	0.0296611	0.00954624	0.0292347	0.0406024	0.156254	0.0260892	0.013431	0.0413161	0.0157803	0.0150256	0.0106464	0.00729533	0.00417248	0.000604918	0.000769436	0.00490543	0.0387802	0.0027258	0.000844882	0.00671036	0.0082444	0.0163334	0.0344555	0.0107516	0.0141249	0.0255521	0.0131781	0.0131279	0.00213563	0.00458741	0.0117567	0.00205784	0.00426262	0.0408073	0.00699307	0.0311047	0.0136243	0.0112494	0.0303394	0.000443839	0.00898487	0.00914809	0.00400625	0.0182413	0.0161473	0.0128624	0.0612336	0.0196991	0.00485901	0.0272035	0.00412213	0.0644223	0.0406867	0.0793745	0.0209782	0.0377222	0.0278703	0.0287537	0.0294019	0.0217828	0.0573233	0.0445511	0.0371212	0.0336524	0.0236106	0.00716252	0.165778	0.766188	0.0377709	0.0302634	0.201526	0.457847	0.783702	1.276	2.18414	4.96214	1.158239	0.017791	0.0195467	0.006291	0.0192658	0.0267571	0.102972	0.0171928	0.00885108	0.0272274	0.0103993	0.00990194	0.00701599	0.00480764	0.00274967	0.000398643	0.000507061	0.00323269	0.0255562	0.00179631	0.000556779	0.00442215	0.00543308	0.0107638	0.0227063	0.0070853	0.00930832	0.0168389	0.00868439	0.0086513	0.00140739	0.00302312	0.00774767	0.00135612	0.00280908	0.0268921	0.00460845	0.0204981	0.00897848	0.00741339	0.0199938	0.000292491	0.00592106	0.00602862	0.00264013	0.0120211	0.0106411	0.00847633	0.0403531	0.0129818	0.0032021	0.0179272	0.00271649	0.0424545	0.0268126	0.0523081	0.0138247	0.024859	0.0183666	0.0189488	0.019376	0.0143549	0.0377762	0.0293593	0.024463	0.022177	0.0155594	0.00472012	1.517444
33948	-2594.982	-2700.48	105.4986	0.196984	0.409803	0.590197	0.803016	1.793878	0.0404315	0.0193493	0.0114253	0.0247245	0.00880086	0.195736	0.00552399	0.00801218	0.0505425	0.0010062	0.0184752	0.00878931	0.00501889	0.0180838	0.00543291	0.00939188	0.00166604	0.0161886	0.00291434	0.00187664	0.00237814	0.00134181	0.00454387	0.0165159	0.0243954	0.0180995	0.0226448	0.018598	0.0126875	0.00591174	0.0197571	0.0128585	0.000575664	0.00439387	0.0267583	0.00386563	0.0166894	0.0106686	0.0131046	0.0497609	0.00300573	0.0256195	0.00510312	0.0121351	0.0214215	0.0234151	0.0148415	0.0670732	0.00379088	0.0299425	0.0264153	0.00886733	0.0362386	0.0457218	0.0568897	0.0435239	0.0174455	0.0414034	0.0118585	0.0404563	0.0114175	0.0500784	0.0706986	0.015475	0.0552991	0.0325988	0.012897	0.706064	0.120537	0.0886891	0.0847099	0.191561	0.446663	0.777679	1.28588	2.23883	5.22026	1.194905	0.0265547	0.0127083	0.00750397	0.0162386	0.00578026	0.128556	0.00362806	0.00526227	0.0331955	0.000660854	0.0121342	0.00577268	0.00329633	0.0118771	0.00356825	0.00616843	0.00109423	0.0106324	0.00191409	0.00123254	0.00156192	0.000881278	0.00298434	0.0108474	0.0160225	0.0118874	0.0148727	0.0122149	0.00833295	0.00388274	0.0129762	0.00844524	0.000378087	0.00288582	0.0175744	0.00253888	0.0109613	0.00700695	0.00860691	0.0326821	0.00197411	0.0168265	0.00335165	0.00797013	0.0140693	0.0153787	0.00974767	0.0440525	0.00248979	0.0196657	0.0173491	0.00582392	0.0238009	0.0300293	0.0373642	0.0285858	0.0114579	0.0271931	0.00778848	0.026571	0.00749881	0.0328906	0.0464337	0.0101637	0.0363195	0.0214103	0.00847056	1.522572
33984	-2607.424	-2712.822	105.3974	0.182853	0.403868	0.596132	0.817148	1.597341	0.0368888	0.0306755	0.0263312	0.0288562	0.00617844	0.140048	0.0135206	0.00828214	0.0601602	0.000411484	0.00716738	0.00879978	0.00842716	0.00901754	0.00930135	0.0122838	0.0936801	0.0210158	0.00434522	0.00205491	0.000261608	0.00224674	0.0383821	0.0133006	0.0278078	0.0317654	0.0293437	0.0195849	0.0216737	0.000138072	0.0306213	0.0200552	0.00390509	0.0153131	0.0458485	0.0026781	0.0338389	0.0261814	0.022789	0.0132946	0.00901209	0.019692	0.0157768	0.00229375	0.0390434	0.0347328	0.0167973	0.102085	0.00187167	0.0433671	0.0529038	0.0312045	0.0564414	0.0370087	0.0552448	0.0670955	0.0431224	0.0387647	0.028332	0.0286814	0.0288415	0.0576239	0.0549768	0.0281004	0.0299771	0.0465061	0.00950585	0.618499	0.104331	0.177983	0.0991879	0.282145	0.539504	0.824873	1.21231	1.85356	3.54427	0.9149225	0.0193593	0.0160986	0.0138187	0.0151438	0.00324246	0.0734974	0.00709567	0.00434649	0.0315722	0.000215948	0.00376146	0.00461815	0.0044226	0.00473243	0.00488137	0.00644658	0.0491636	0.0110291	0.00228039	0.00107842	0.000137293	0.0011791	0.020143	0.0069802	0.0145936	0.0166706	0.0153997	0.0102782	0.0113744	7.24606e-05	0.0160701	0.010525	0.0020494	0.00803635	0.0240614	0.00140547	0.0177587	0.0137401	0.0119597	0.00697704	0.00472957	0.0103344	0.00827971	0.00120377	0.0204901	0.0182279	0.00881529	0.0535745	0.000982256	0.0227591	0.027764	0.0163762	0.0296206	0.0194223	0.0289926	0.0352119	0.0226307	0.0203438	0.0148687	0.0150521	0.0151361	0.0302412	0.028852	0.0147472	0.0157321	0.0244065	0.0049887	1.905478
34020	-2601.8	-2707.705	105.9049	0.142085	0.384472	0.615527	0.857915	1.149059	0.043573	0.0277253	0.0212472	0.0420407	0.00213727	0.231543	0.0226387	0.00679845	0.0692589	0.0175754	0.0137169	0.00232836	0.00983458	0.00231316	0.0160274	0.00649899	0.00587242	0.0130131	0.000718534	0.00354865	0.00495781	0.00414119	0.00647655	0.0501569	0.0118678	0.0150649	0.0145657	0.00971436	0.0184054	0.00358601	0.0140207	0.0269909	0.00617442	0.00991424	0.0590295	0.00848919	0.0368199	0.0116103	0.0223626	0.0431124	0.0112039	0.0261629	0.00787385	0.0120691	0.0203227	0.0356369	0.0160003	0.037845	0.00247863	0.0213442	0.0329243	0.0149304	0.0394927	0.0333217	0.0410872	0.0461499	0.0339221	0.03703	0.0432824	0.0609442	0.0275085	0.0513555	0.06448	0.0369664	0.0450259	0.0319532	0.0256815	0.627743	0.193867	0.0760595	0.10233	0.260156	0.518571	0.814752	1.22737	1.92838	3.84384	0.9735924	0.0243035	0.0154642	0.011851	0.0234489	0.0011921	0.129147	0.0126271	0.00379195	0.0386303	0.00980297	0.00765085	0.00129868	0.0054854	0.00129021	0.00893956	0.00362492	0.00327544	0.00725827	0.000400774	0.00197932	0.0027653	0.00230982	0.0036124	0.0279759	0.00661948	0.0084027	0.00812428	0.00541834	0.0102659	0.00200016	0.00782027	0.0150546	0.00344389	0.00552984	0.0329247	0.00473499	0.0205369	0.00647582	0.0124731	0.0240467	0.00624918	0.0145928	0.00439177	0.00673173	0.0113353	0.0198771	0.00892445	0.0211087	0.0013825	0.0119051	0.0183641	0.00832768	0.0220277	0.0185857	0.022917	0.0257409	0.0189206	0.0206541	0.0241415	0.0339926	0.0153433	0.0286444	0.0359648	0.0206186	0.0251139	0.0178224	0.0143243	1.792864
34056	-2605.587	-2712.289	106.7019	0.12548	0.37528	0.62472	0.874521	1.003939	0.0160446	0.00735467	0.0135454	0.0113254	0.00360053	0.0978558	0.00407727	0.0126935	0.0320137	0.00756849	0.0052509	0.00602479	0.00435121	0.0176928	0.00180131	0.0163922	0.014843	0.011363	0.00289962	0.00135511	0.000570967	0.00460234	0.00654955	0.0212598	0.0103305	0.00743972	0.00699704	0.0158175	0.00683322	0.000283815	0.0165433	0.0136624	0.00124978	0.00604107	0.0339906	0.00656981	0.0191318	0.0112608	0.000265503	0.0312859	0.00147739	0.011288	0.0041417	0.00319173	0.0151305	0.00842009	0.0046818	0.062741	0.00654489	0.0231518	0.0110747	0.00565402	0.0248032	0.0230832	0.0286721	0.0300604	0.0176037	0.0199211	0.0204771	0.00432554	0.00649619	0.0178129	0.0196876	0.0106177	0.0259359	0.0178437	0.0100226	0.533776	0.239608	0.185284	0.0413316	0.149267	0.395495	0.748713	1.33563	2.52848	6.69939	1.375289	0.0170036	0.00779427	0.0143551	0.0120024	0.00381574	0.103705	0.00432098	0.0134522	0.0339272	0.00802088	0.00556476	0.0063849	0.00461129	0.0187503	0.00190898	0.017372	0.0157302	0.0120422	0.00307294	0.0014361	0.000605095	0.00487743	0.00694103	0.0225305	0.010948	0.00788441	0.00741527	0.016763	0.00724165	0.000300779	0.0175321	0.014479	0.00132448	0.00640216	0.0360223	0.0069625	0.0202753	0.0119339	0.000281373	0.0331559	0.00156569	0.0119627	0.00438925	0.0033825	0.0160348	0.00892337	0.00496164	0.0664912	0.00693609	0.0245357	0.0117366	0.00599197	0.0262857	0.024463	0.0303859	0.0318572	0.0186559	0.0211119	0.0217011	0.00458409	0.00688448	0.0188776	0.0208643	0.0112523	0.0274862	0.0189103	0.0106217	0.9435994
34092	-2605.877	-2712.5	106.6233	0.0981232	0.357731	0.642269	0.901877	0.7979794	0.0517226	0.0110241	0.0121218	0.0130291	0.0128039	0.181969	0.00732672	0.00857888	0.0326759	0.0100232	0.00227707	0.0126392	0.0204944	0.00770823	0.00169674	0.0133808	0.0171575	0.00794411	0.0010008	0.0012821	0.00234783	0.0166612	0.00553368	0.0250126	0.0161867	0.0160056	0.00265823	0.01	0.0194466	0.000588839	0.00969021	0.0144772	0.000896423	0.00823955	0.065646	0.00476331	0.0206386	0.017546	0.0133896	0.00694081	0.00825505	0.0200275	0.00305547	0.0065114	0.0313095	0.0340943	0.0150638	0.0414015	0.00779236	0.0198737	0.0324331	0.00597176	0.0415911	0.0339146	0.0595516	0.0214827	0.0235025	0.0197985	0.0257345	0.0359698	0.0208552	0.0379198	0.0631509	0.00764742	0.0446946	0.0428544	0.0210183	0.457171	0.44024	0.0819585	0.0206306	0.215649	0.473224	0.791821	1.26291	2.11316	4.63716	1.109262	0.036195	0.00771458	0.00848274	0.00911762	0.00896002	0.12734	0.00512717	0.00600341	0.0228662	0.00701417	0.00159347	0.00884479	0.0143418	0.00539414	0.00118736	0.00936377	0.0120066	0.0055592	0.000700346	0.000897198	0.00164299	0.0116593	0.00387242	0.0175035	0.0113273	0.0112005	0.0018602	0.00699791	0.0136085	0.000412063	0.00678111	0.010131	0.000627308	0.00576595	0.0459384	0.00333332	0.0144427	0.0122785	0.00936993	0.00485711	0.0057768	0.0140151	0.00213819	0.00455661	0.0219101	0.0238588	0.0105415	0.0289724	0.00545302	0.0139074	0.0226964	0.00417897	0.0291051	0.0237331	0.0416736	0.0150334	0.0164468	0.0138548	0.0180087	0.0251713	0.0145943	0.0265359	0.0441924	0.00535159	0.0312768	0.0299891	0.0147084	1.429
34128	-2598.587	-2704.607	106.0198	0.104109	0.361881	0.638119	0.89589	0.8400666	0.061019	0.020359	0.0137174	0.0241325	0.0107901	0.260791	0.0139325	0.000878777	0.0477399	0.018298	0.0191038	0.00688918	0.00378362	0.0193392	0.000113236	0.0057459	0.0658767	0.00561036	0.00157003	0.00287859	0.00163181	0.0171158	0.00498223	0.0477914	0.0130373	0.0136968	0.0162235	0.00970779	0.018619	0.00226656	0.0108982	0.0110006	0.00933945	0.0112159	0.0606294	0.03645	0.0488794	0.0419247	0.0348489	0.00779821	0.0103236	0.0362193	0.0135397	0.0168833	0.027084	0.0176452	0.0237998	0.0559184	0.00409076	0.0276918	0.0252541	0.00764421	0.0277578	0.0505537	0.0446698	0.0288384	0.0293088	0.0289056	0.0172656	0.0397394	0.013899	0.0435114	0.0784686	0.0246902	0.0452017	0.0617582	0.024275	0.294009	0.6224	0.0219732	0.0616178	0.221011	0.478927	0.794785	1.2582	2.088	4.52466	1.091503	0.0330625	0.0110313	0.00743264	0.013076	0.00584653	0.141307	0.00754916	0.000476157	0.0258674	0.00991461	0.0103512	0.00373283	0.00205012	0.0104787	6.13558e-05	0.00311336	0.0356947	0.00303992	0.000850706	0.00155974	0.000884178	0.00927405	0.00269957	0.0258953	0.00706411	0.00742147	0.00879056	0.00526007	0.0100885	0.00122812	0.00590507	0.00596056	0.00506049	0.00607722	0.0328514	0.0197501	0.0264848	0.0227165	0.0188826	0.00422538	0.00559376	0.0196251	0.00733633	0.00914803	0.0146752	0.0095609	0.0128957	0.0302988	0.00221654	0.0150045	0.0136837	0.00414194	0.0150403	0.027392	0.0242039	0.0156258	0.0158807	0.0156622	0.0093552	0.0215324	0.00753106	0.0235762	0.0425174	0.0133781	0.0244921	0.0334631	0.0131532	1.845563
