Iteration	Posterior	Likelihood	Prior	beta_categories[1]	beta_categories[2]	beta_categories[3]	beta_categories[4]	beta_scale	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	br_lengths[52]	br_lengths[53]	br_lengths[54]	br_lengths[55]	br_lengths[56]	br_lengths[57]	br_lengths[58]	br_lengths[59]	br_lengths[60]	br_lengths[61]	br_lengths[62]	br_lengths[63]	br_lengths[64]	br_lengths[65]	br_lengths[66]	br_lengths[67]	matrix_probs[1]	matrix_probs[2]	matrix_probs[3]	matrix_probs[4]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	rel_br_lengths[52]	rel_br_lengths[53]	rel_br_lengths[54]	rel_br_lengths[55]	rel_br_lengths[56]	rel_br_lengths[57]	rel_br_lengths[58]	rel_br_lengths[59]	rel_br_lengths[60]	rel_br_lengths[61]	rel_br_lengths[62]	rel_br_lengths[63]	rel_br_lengths[64]	rel_br_lengths[65]	rel_br_lengths[66]	rel_br_lengths[67]	tree_length
9180	-2599.035	-2706.37	107.3353	0.00799716	0.223065	0.776935	0.992003	0.2406716	0.0473571	0.00387674	0.00509156	0.0177141	0.000721523	0.0861917	0.000157933	0.00903191	0.0312961	0.00287971	0.0117133	0.0128549	0.0174749	0.00106019	0.0060965	0.00871144	0.00174959	0.00709794	0.00357878	0.00204203	0.000183756	0.00117394	0.0106382	0.0263749	0.0190277	0.0108702	0.00609983	0.00974719	0.0114779	0.00513712	0.00531631	0.00851926	0.00565213	0.00795758	0.0235089	0.0163032	0.0287613	0.0394599	0.0161679	0.0103611	0.0397448	0.0152053	0.047716	0.0233906	0.01658	0.0221411	0.0135535	0.0460448	0.0180058	0.0151206	0.0148647	0.0290704	0.034778	0.00939813	0.0253447	0.0251461	0.0250468	0.0245521	0.011389	0.037604	0.000385812	0.0320763	0.0003368	0.000302584	0.0115191	0.015966	0.00150387	0.210963	0.600703	0.0662906	0.122044	0.170323	0.421783	0.763897	1.30908	2.37088	5.87121	1.279876	0.0432003	0.00353645	0.00464464	0.0161592	0.00065819	0.0786261	0.00014407	0.00823911	0.028549	0.00262694	0.0106852	0.0117265	0.015941	0.000967129	0.00556137	0.00794677	0.00159602	0.00647491	0.00326465	0.00186278	0.000167627	0.0010709	0.00970444	0.0240598	0.0173575	0.00991605	0.0055644	0.00889161	0.0104704	0.0046862	0.00484966	0.00777147	0.005156	0.00725909	0.0214454	0.0148721	0.0262367	0.0359963	0.0147487	0.00945164	0.0362561	0.0138706	0.0435277	0.0213374	0.0151246	0.0201977	0.0123638	0.0420031	0.0164254	0.0137934	0.0135599	0.0265187	0.0317253	0.00857319	0.02312	0.0229388	0.0228482	0.022397	0.0103893	0.0343033	0.000351947	0.0292607	0.000307237	0.000276024	0.010508	0.0145645	0.00137187	1.096223
9216	-2598.199	-2704.107	105.9085	0.158621	0.39281	0.60719	0.841379	1.312916	0.0431407	0.0106864	0.0101807	0.0355094	0.0085068	0.148945	0.00282809	0.00311436	0.0597465	0.0139542	0.00190223	0.0201818	0.00306694	0.00522124	0.00206202	0.0129524	0.00463167	0.0109943	0.00385856	0.00494904	0.00440736	0.00172343	0.014451	0.0203005	0.0206599	0.00263955	0.0072267	0.0161259	0.00927669	0.00109036	0.015847	0.0188961	0.00435992	0.0104755	0.0368819	0.0213355	0.0300873	0.059399	0.0532767	0.000913548	0.0486423	0.0231268	0.0626288	0.0706885	0.0124646	0.00913675	0.0250129	0.0552848	0.02996	0.0169478	0.0496353	0.0405944	0.0352017	0.00732482	0.0213445	0.0661185	0.063681	0.00710566	0.0172122	0.035171	0.000188816	0.0890068	0.00200117	0.00185521	0.0102638	0.0251583	0.000572988	0.570734	0.28162	0.0985433	0.0491033	0.214455	0.471944	0.791152	1.26398	2.11889	4.66299	1.113278	0.0272674	0.00675443	0.00643475	0.022444	0.00537678	0.0941419	0.00178751	0.00196845	0.0377632	0.00881987	0.00120232	0.0127561	0.00193848	0.00330012	0.00130332	0.00818663	0.00292748	0.00694905	0.00243883	0.00312808	0.0027857	0.00108931	0.00913386	0.0128311	0.0130583	0.00166834	0.00456768	0.0101925	0.0058634	0.000689169	0.0100162	0.0119434	0.00275572	0.0066211	0.0233114	0.0134852	0.0190169	0.0375436	0.0336739	0.000577414	0.0307447	0.0146175	0.039585	0.0446791	0.00787835	0.00577494	0.0158096	0.0349432	0.0189364	0.010712	0.0313723	0.025658	0.0222495	0.0046297	0.0134909	0.0417907	0.04025	0.00449118	0.0108791	0.0222301	0.000119343	0.0562573	0.00126485	0.0011726	0.00648733	0.0159015	0.000362161	1.582136
9252	-2610.241	-2716.273	106.0325	0.135646	0.381016	0.618984	0.864354	1.090685	0.0286669	0.0266588	0.0040453	0.0190422	0.0278085	0.159245	0.0256641	0.0176327	0.0820911	0.00486458	0.0131124	0.0176634	0.0025536	0.0138985	0.000135324	0.0235964	0.0134971	0.0203554	0.010295	0.005735	0.000838202	0.0149724	0.00413578	0.0231648	0.00943399	0.0229082	0.0203741	0.00521738	0.025306	0.000651101	0.0124266	0.0128848	0.000814146	0.0061087	0.0463353	0.0164027	0.0194612	0.00186159	0.0178613	0.0842014	0.03209	0.00252654	0.0432301	0.00342241	0.0288679	0.0120423	0.0297202	0.029666	0.044678	0.0123443	0.0113973	0.0246818	0.0891201	0.0243801	0.00117857	0.0237634	0.0360278	0.0185869	0.0551063	0.0521281	0.0187485	0.0313976	0.0243265	0.0257044	0.0272688	0.0535306	0.0185562	0.548828	0.385778	0.0313466	0.0340474	0.211305	0.468551	0.789373	1.26683	2.13424	4.7325	1.123977	0.0175182	0.016291	0.00247205	0.0116366	0.0169936	0.0973135	0.0156832	0.0107752	0.0501653	0.00297271	0.0080129	0.010794	0.00156048	0.00849329	8.26955e-05	0.0144196	0.00824798	0.012439	0.0062912	0.00350462	0.000512219	0.00914951	0.00252735	0.0141558	0.00576504	0.0139991	0.0124505	0.00318831	0.0154643	0.000397883	0.00759382	0.00787384	0.000497519	0.00373299	0.0283152	0.0100236	0.0118926	0.0011376	0.0109149	0.0514549	0.01961	0.00154395	0.0264176	0.00209141	0.017641	0.00735896	0.0181618	0.0181287	0.0273024	0.00754351	0.00696483	0.0150829	0.0544607	0.0148985	0.000720215	0.0145217	0.0220163	0.0113583	0.0336751	0.0318551	0.0114571	0.0191869	0.0148657	0.0157078	0.0166638	0.0327122	0.0113396	1.636412
9288	-2609.246	-2715.383	106.137	0.129608	0.377653	0.622347	0.870392	1.038411	0.0401673	0.00450885	0.0196102	0.0203426	0.0034098	0.148169	0.00552551	0.0100194	0.0465782	0.0217574	0.00702808	0.00241073	0.0442008	0.00364088	0.00338978	0.010043	0.0853108	0.0092648	0.00117561	0.00390514	0.000303087	0.00987332	0.0119263	0.0113945	0.0165876	0.00222576	0.00743815	0.0231586	0.00841891	0.00438903	0.0131841	0.0132037	0.000980083	0.0184071	0.0276216	0.0188906	0.0121872	0.00549178	0.00593085	0.0827927	0.0246097	0.0122663	0.0353288	0.00113977	0.0239353	0.0207475	0.0224361	0.0271686	0.072498	0.0232037	0.0183953	0.0149244	0.0581394	0.00277515	0.0011973	0.0246622	0.0328187	0.0185001	0.0229462	0.00625095	0.0189176	0.0243296	0.02937	0.0383907	0.0162069	0.0390326	0.0244409	0.330001	0.482821	0.0435586	0.143619	0.157504	0.405991	0.754857	1.32476	2.46311	6.34906	1.336453	0.0279037	0.00313224	0.013623	0.0141318	0.00236875	0.102931	0.00383851	0.00696033	0.0323573	0.0151146	0.00488233	0.00167471	0.0307058	0.00252928	0.00235484	0.00697675	0.0592644	0.00643615	0.000816685	0.00271285	0.000210551	0.00685888	0.00828509	0.00791564	0.0115232	0.00154621	0.0051672	0.016088	0.00584852	0.00304901	0.00915885	0.00917247	0.000680852	0.0127872	0.0191884	0.0131231	0.0084663	0.00381507	0.00412009	0.0575151	0.0170961	0.00852125	0.0245425	0.000791782	0.0166276	0.014413	0.0155861	0.0188737	0.0503635	0.0161193	0.012779	0.0103678	0.0403887	0.00192786	0.000831748	0.0171326	0.0227988	0.0128518	0.0159405	0.00434246	0.0131418	0.0169015	0.020403	0.0266696	0.0112587	0.0271155	0.0169788	1.439495
9324	-2611.003	-2718.139	107.1368	0.00704585	0.218214	0.781786	0.992954	0.2321001	0.0179873	0.0253891	0.00214288	0.0235598	0.00896885	0.161729	0.00303449	0.00443756	0.0286694	0.0131131	0.00462688	0.0208469	0.00409525	0.00974283	0.00235147	0.0125194	0.0118406	0.00228952	0.000618608	0.00301866	0.00147578	0.00168228	0.0123673	0.0217776	0.00647868	0.00125887	0.0141435	0.00754199	0.0142623	0.00432778	0.010078	0.0296619	0.00172911	0.00176768	0.0304347	0.0251554	0.0130636	0.00889183	0.00897557	0.0574465	0.00761207	0.00862235	0.038802	0.000884815	0.00384921	0.0177639	0.0332592	0.0263929	0.0423566	0.0243555	0.014059	0.0171757	0.0409542	0.00069101	0.000350551	0.0220241	0.0143092	0.0201876	0.0276594	0.0131816	0.0223561	0.0387509	0.0104646	0.0314698	0.0178899	0.0364556	0.0135055	0.230665	0.486514	0.0818492	0.200972	0.147472	0.393168	0.747336	1.33809	2.54344	6.78093	1.384036	0.0152579	0.0215366	0.00181771	0.0199848	0.00760791	0.137188	0.00257403	0.0037642	0.0243191	0.0111233	0.00392479	0.0176835	0.00347383	0.00826444	0.00199465	0.0106197	0.0100439	0.00194211	0.00052474	0.0025606	0.00125185	0.001427	0.0104907	0.018473	0.0054956	0.00106785	0.0119973	0.00639756	0.0120982	0.00367107	0.00854871	0.0251609	0.00146673	0.00149945	0.0258165	0.0213383	0.0110813	0.00754258	0.0076136	0.0487295	0.006457	0.00731398	0.0329142	0.000750552	0.00326513	0.0150684	0.0282124	0.022388	0.0359294	0.0206598	0.0119256	0.0145695	0.0347398	0.000586155	0.000297358	0.0186821	0.0121379	0.0171243	0.0234624	0.0111814	0.0189638	0.0328708	0.00887672	0.0266945	0.0151753	0.0309238	0.0114561	1.178886
9360	-2600.657	-2706.865	106.2078	0.134654	0.380471	0.619529	0.865346	1.081938	0.0116352	0.00118471	0.00882792	0.00485329	0.00561509	0.0535455	0.00335079	0.00160745	0.0101914	0.00159534	0.00219794	0.00387659	0.00782855	0.00147257	0.00142714	0.00366223	0.00143735	0.00195837	0.00113939	0.00345664	0.000250574	0.00301734	0.00492717	0.00506019	0.00365677	0.00310308	0.00427531	0.00237397	0.00332031	0.000887646	0.00232894	0.00281805	0.000787611	0.0043727	0.00894574	0.00858661	0.00582307	0.0117276	0.00756674	0.00675672	0.00225574	0.00296283	0.00347797	0.00016321	0.0101934	0.00396957	0.00573112	0.0148717	0.00599105	0.00354288	0.0105854	0.00900838	0.0114801	0.00436713	0.0137512	0.00618406	0.0133076	0.0019387	0.0130989	0.00152593	0.0116223	0.000795911	0.00226975	0.00536756	0.0125288	0.0168927	0.00974712	0.634122	0.23716	0.114366	0.0143527	0.0603846	0.254363	0.652398	1.53281	3.93138	16.5605	2.02967	0.0277636	0.00282693	0.021065	0.0115808	0.0133986	0.127769	0.00799557	0.00383565	0.0243185	0.00380676	0.00524466	0.00925022	0.0186803	0.00351382	0.0034054	0.00873872	0.00342976	0.00467301	0.00271879	0.00824814	0.000597914	0.00719991	0.0117571	0.0120745	0.0087257	0.00740448	0.0102016	0.0056647	0.00792285	0.00211808	0.00555725	0.00672436	0.00187938	0.010434	0.0213461	0.0204892	0.0138949	0.0279842	0.0180556	0.0161227	0.00538259	0.00706983	0.00829905	0.000389447	0.0243232	0.00947209	0.0136755	0.0354864	0.0142957	0.00845393	0.0252587	0.0214956	0.0273935	0.0104207	0.0328128	0.0147562	0.0317542	0.00462609	0.0312563	0.00364113	0.027733	0.00189918	0.00541601	0.0128079	0.0298958	0.0403091	0.0232583	0.4190805
9396	-2601.061	-2705.45	104.3885	0.206502	0.413621	0.586379	0.793498	1.941919	0.0587926	0.0266088	0.0193842	0.061622	0.000798483	0.267459	0.0366506	0.0108148	0.0645798	0.0046101	0.0210964	0.0114113	0.0509388	0.0143576	0.00092352	0.0116639	0.0240591	0.0364188	0.00421566	0.00682553	0.00103813	0.00245866	0.0122891	0.0510713	0.0159402	0.0333905	0.00547357	0.0122084	0.0206885	0.000122709	0.00704314	0.0304937	0.000309175	0.0129335	0.0672105	0.0409318	0.0272263	0.0125062	0.0292652	0.111671	0.0674779	0.00385306	0.0903972	0.00182277	0.0559602	0.0238303	0.0375771	0.0463861	0.0525151	0.0324654	0.0565536	0.0113156	0.0833072	0.0098696	0.000494638	0.0550546	0.0105654	0.0314648	0.0638318	0.0548143	0.0415285	0.0863448	0.0425557	0.0666866	0.023375	0.0706138	0.0234423	0.567208	0.338894	0.0562408	0.0376571	0.274438	0.532265	0.821404	1.21743	1.87876	3.64381	0.934949	0.0247902	0.0112197	0.00817345	0.0259833	0.000336685	0.112775	0.0154539	0.00456013	0.0272304	0.00194387	0.00889539	0.00481166	0.0214786	0.00605394	0.000389407	0.00491812	0.0101447	0.0153562	0.00177755	0.00287802	0.000437733	0.00103671	0.00518175	0.0215345	0.00672126	0.0140793	0.00230796	0.00514772	0.0087234	5.17409e-05	0.00296978	0.0128578	0.000130365	0.00545347	0.0283397	0.0172591	0.0114801	0.00527329	0.0123398	0.0470866	0.0284524	0.00162466	0.0381165	0.000768582	0.0235959	0.0100482	0.0158446	0.0195589	0.0221433	0.0136892	0.0238461	0.0047713	0.0351269	0.00416157	0.000208567	0.0232141	0.00445496	0.0132673	0.026915	0.0231127	0.0175107	0.0364077	0.0179438	0.0281188	0.00985618	0.0297747	0.00988458	2.371605
9432	-2609.243	-2714.421	105.1787	0.241902	0.426783	0.573217	0.758099	2.639132	0.0117842	0.00883361	0.0190448	0.0132379	0.00248282	0.119558	0.0011536	0.0134795	0.0142039	0.00738212	0.0240985	0.00143845	0.00660125	0.00372301	0.000610767	0.00503739	0.0138199	0.0202317	0.00821044	0.00217769	0.000983759	0.00405793	0.00710146	0.0225627	0.00159943	0.0147279	0.0117679	0.0118575	0.0138268	0.00200368	0.00756367	0.018169	0.00107203	0.00773386	0.0363544	0.029231	0.0145251	0.0368039	0.0176164	0.0103385	0.0288285	0.0142083	0.0107428	0.013112	0.00186256	0.0129876	0.0225513	0.0143781	0.0190872	0.0114811	0.0352498	0.00611951	0.0255652	0.0113785	0.0245994	0.0249147	0.035211	0.00912548	0.0336768	0.00595156	0.0171275	0.00615715	0.01569	0.0180021	0.0258987	0.0346661	0.0251195	0.664936	0.185762	0.0168407	0.132462	0.132232	0.372799	0.735035	1.36048	2.68241	7.56244	1.462909	0.0110061	0.00825032	0.0177873	0.0123638	0.00231887	0.111664	0.00107743	0.0125894	0.013266	0.00689467	0.0225073	0.00134346	0.00616536	0.00347717	0.000570437	0.00470477	0.0129074	0.0188958	0.00766829	0.00203389	0.000918801	0.00378998	0.00663254	0.0210729	0.00149382	0.0137554	0.0109909	0.0110745	0.0129138	0.00187137	0.00706424	0.0169693	0.00100124	0.00722318	0.0339539	0.0273009	0.013566	0.0343737	0.0164531	0.00965588	0.0269249	0.0132701	0.0100334	0.0122462	0.00173957	0.01213	0.0210622	0.0134287	0.0178268	0.010723	0.0329222	0.00571544	0.0238771	0.0106272	0.0229751	0.0232696	0.032886	0.00852292	0.0314531	0.00555857	0.0159966	0.00575059	0.014654	0.0168134	0.0241886	0.0323771	0.0234608	1.0707
9468	-2606.6	-2713.8	107.2	0.0240671	0.27267	0.72733	0.975933	0.3520199	0.0258285	0.0127167	0.0165984	0.00778041	0.00199213	0.101839	0.014941	0.00126906	0.0331823	0.00518302	0.0176472	0.0106966	0.014159	0.0290765	0.00418271	0.00703314	0.0236988	0.00473956	8.83649e-05	0.00289562	0.00243978	0.00903718	0.00238545	0.0133233	0.0144462	0.015218	0.0107133	0.00974538	0.00827276	0.000632794	0.00275577	0.012295	0.00510964	0.00716821	0.0314403	0.036286	0.0190624	0.0475878	0.04489	0.00657568	0.00741406	0.00126474	0.0102031	0.00622105	0.00977287	0.00762751	0.0159817	0.0281665	0.0295494	0.0259796	0.0305345	0.0217349	0.00216411	0.0209909	0.0151053	0.0280307	0.067307	0.000199122	0.0321752	0.00475451	0.0227463	0.0022053	0.0134415	0.0215797	0.0207185	0.0404362	0.0474215	0.328913	0.503601	0.149131	0.0183553	0.167028	0.417785	0.76163	1.31297	2.39358	5.98702	1.293999	0.022101	0.0108815	0.0142029	0.00665756	0.00170463	0.0871415	0.0127848	0.00108591	0.0283935	0.00443501	0.0151004	0.00915291	0.0121156	0.0248802	0.00357907	0.00601813	0.0202787	0.00405556	7.56122e-05	0.00247773	0.00208767	0.00773296	0.00204119	0.0114006	0.0123613	0.0130217	0.00916717	0.00833895	0.00707885	0.000541471	0.00235806	0.0105206	0.00437223	0.0061337	0.0269029	0.0310493	0.0163114	0.0407201	0.0384115	0.00562669	0.00634408	0.00108221	0.00873062	0.00532324	0.00836247	0.00652672	0.0136752	0.0241016	0.0252849	0.0222303	0.0261278	0.0185982	0.00185179	0.0179615	0.0129253	0.0239854	0.0575934	0.000170385	0.0275317	0.00406835	0.0194636	0.00188704	0.0115016	0.0184654	0.0177285	0.0346006	0.0405777	1.168658
9504	-2599.601	-2705.874	106.2734	0.0279309	0.280479	0.719521	0.972069	0.3750145	0.0551847	0.00950627	0.0210825	0.0236496	0.0010122	0.244505	0.00328401	0.00237166	0.0453986	0.0102271	0.00687072	0.00417215	0.00909582	0.00206236	0.0139676	0.0099082	0.026955	0.0181426	3.891e-05	0.0108728	0.000317848	0.00564505	0.0085847	0.0393275	0.0108124	0.0238463	0.0272627	0.0163476	0.0249875	0.000707247	0.00749836	0.00853008	0.00530161	0.00524357	0.0456213	0.0496106	0.0126636	0.0271743	0.0500114	0.0303406	0.0140997	0.0165144	0.0227582	0.00559671	0.0473183	0.0287871	0.0305906	0.0405254	0.0221015	0.0949749	0.0492036	0.0195117	0.0162359	0.00481554	0.0934942	0.0444606	0.124452	0.00235588	0.0880406	0.00396762	0.0509579	0.00242927	0.0533404	0.0448209	0.0434256	0.0494752	0.0762247	0.380481	0.490093	0.107437	0.0219887	0.229111	0.487408	0.79915	1.25133	2.05167	4.36469	1.065477	0.0274739	0.00473274	0.010496	0.0117741	0.000503929	0.121728	0.00163496	0.00118074	0.0226019	0.00509158	0.00342062	0.00207712	0.00452839	0.00102676	0.0069538	0.00493284	0.0134197	0.00903238	1.93715e-05	0.00541305	0.000158242	0.00281041	0.00427393	0.0195793	0.00538297	0.011872	0.0135728	0.00813872	0.0124401	0.000352106	0.00373309	0.00424674	0.00263943	0.00261053	0.0227127	0.0246988	0.0063046	0.0135288	0.0248984	0.0151052	0.00701959	0.00822175	0.0113303	0.00278635	0.0235576	0.0143318	0.0152297	0.0201757	0.0110033	0.0472837	0.0244962	0.00971397	0.00808309	0.00239744	0.0465465	0.0221349	0.0619591	0.00117289	0.0438314	0.00197529	0.0253696	0.00120942	0.0265558	0.0223143	0.0216196	0.0246314	0.0379488	2.00862
9540	-2596.722	-2702.224	105.5025	0.104038	0.361833	0.638167	0.895963	0.8395527	0.0640137	0.0085922	0.0152322	0.0364299	0.0178688	0.242319	0.0144532	0.0296381	0.0484452	0.00712547	0.0174444	0.00880038	0.00677503	0.0114868	0.00596642	0.0231514	0.0331957	0.0266013	9.57343e-05	0.0222453	0.00112151	0.00234345	0.00112801	0.0334625	0.0205312	0.0361907	0.0371623	0.0127989	0.0125671	0.00345867	0.0193295	0.0236904	0.000575481	0.0133806	0.0673586	0.0757162	0.050225	0.0786726	0.0660365	0.0956039	0.0297494	0.015806	0.0252425	0.0015885	0.00787926	0.0103597	0.0491707	0.0522393	0.0346335	0.0643748	0.0352794	0.0415595	0.0110911	0.0285464	0.0639997	0.0334229	0.131083	0.00176415	0.0644715	0.00592337	0.0643089	0.00588292	0.0135288	0.00832262	0.0082982	0.0667152	0.0668777	0.446041	0.406394	0.122481	0.0250847	0.242506	0.501103	0.806089	1.24056	1.9956	4.12361	1.024393	0.0286626	0.00384722	0.00682033	0.0163117	0.0080009	0.1085	0.00647152	0.0132707	0.0216917	0.00319048	0.00781086	0.00394044	0.00303357	0.00514329	0.00267151	0.0103662	0.0148636	0.0119109	4.28657e-05	0.00996049	0.000502164	0.0010493	0.000505076	0.0149831	0.00919301	0.0162046	0.0166397	0.0057308	0.00562699	0.00154864	0.00865491	0.0106075	0.000257676	0.00599127	0.0301603	0.0339025	0.0224886	0.0352262	0.0295683	0.0428073	0.0133205	0.00707725	0.0113025	0.000711263	0.003528	0.00463863	0.0220166	0.0233905	0.0155074	0.0288243	0.0157966	0.0186086	0.00496612	0.0127819	0.0286564	0.0149653	0.0586935	0.000789913	0.0288676	0.00265223	0.0287948	0.00263412	0.0060576	0.00372651	0.00371558	0.0298722	0.029945	2.233353
9576	-2593.285	-2699.929	106.6431	0.0836004	0.346738	0.653262	0.9164	0.7015717	0.033493	0.0224904	0.0104571	0.0268021	0.00221631	0.15926	0.00894231	0.00890035	0.0452327	0.0115235	0.00305475	0.00515956	0.0215117	0.000954773	9.42178e-05	0.00820163	0.00720422	0.0194965	5.74188e-05	6.55292e-05	3.52378e-05	6.37687e-05	0.0254742	0.0348211	0.0138601	0.00821986	0.0349235	0.00624527	0.0115908	0.00384519	0.0103655	0.0127523	0.00122332	0.00937577	0.0363921	0.0414548	0.0223648	0.0935021	0.0493407	0.0217523	0.0287847	0.0189981	0.0199879	0.00203988	0.010558	0.00669557	0.0233158	0.0344904	0.0125622	0.0256562	0.0445774	0.037964	0.00706723	0.00863041	0.0290942	0.0259093	0.0501218	0.0145351	0.0183361	0.00949452	0.0487793	0.00518679	0.0191215	0.0211414	0.00623615	0.0390566	0.0597461	0.342198	0.445591	0.120171	0.0920404	0.20398	0.460558	0.785147	1.27365	2.17128	4.90243	1.149485	0.0229277	0.0153958	0.00715844	0.0183474	0.00151718	0.109022	0.00612149	0.00609276	0.0309642	0.00788842	0.00209114	0.00353199	0.0147259	0.000653593	6.44971e-05	0.00561445	0.00493167	0.0133464	3.93062e-05	4.48583e-05	2.41221e-05	4.36531e-05	0.0174384	0.0238369	0.00948795	0.00562693	0.023907	0.00427522	0.00793452	0.00263224	0.00709571	0.00872959	0.000837425	0.00641822	0.0249123	0.028378	0.0153099	0.0640071	0.0337763	0.0148906	0.0197047	0.0130052	0.0136828	0.00139641	0.00722749	0.00458347	0.0159609	0.0236105	0.00859947	0.0175631	0.0305156	0.0259884	0.0048379	0.00590797	0.0199165	0.0177363	0.034311	0.00995004	0.012552	0.0064995	0.033392	0.00355064	0.0130897	0.0144724	0.00426898	0.0267363	0.0408994	1.460807
9612	-2599.939	-2706.567	106.6279	0.0933574	0.354278	0.645723	0.906642	0.7655009	0.0262664	0.0102939	0.0139257	0.0130115	0.00110099	0.127554	0.00549898	0.00107877	0.055907	0.00641671	0.00701689	0.0188481	0.0104779	0.00527	0.00216161	0.0018394	0.0302336	0.0187646	0.0028015	0.00772313	0.000197443	0.000631505	0.00387435	0.0201736	0.0121943	0.00666628	0.0120475	0.00257351	0.00711461	0.002507	0.0127392	0.00940758	0.00055549	0.00871022	0.0205721	0.0144285	0.00568113	0.0318834	0.00496281	0.00879367	0.00815944	0.00735559	0.0765335	0.0409582	0.0265672	0.0175755	0.00865921	0.0365648	0.0456886	0.0194968	0.0463913	0.0161461	0.0374804	0.0520895	0.0267773	0.0111567	0.00406849	0.00106503	0.022934	0.0010221	0.0272502	0.0169281	0.00237905	0.0228521	0.00604679	0.0292486	0.0198895	0.31198	0.557829	0.0858816	0.0443097	0.136179	0.378185	0.738331	1.35441	2.64421	7.34326	1.441642	0.0221997	0.00870013	0.0117697	0.010997	0.000930524	0.107805	0.00464759	0.000911752	0.0472511	0.00542324	0.00593049	0.0159299	0.00885566	0.00445406	0.00182694	0.00155462	0.0255526	0.0158593	0.00236776	0.00652738	0.000166874	0.000533731	0.0032745	0.0170502	0.0103063	0.00563416	0.0101822	0.00217506	0.00601308	0.00211885	0.0107668	0.00795104	0.000469485	0.00736165	0.017387	0.0121946	0.00480154	0.026947	0.00419444	0.00743218	0.00689615	0.00621675	0.0646841	0.0346168	0.0224539	0.0148544	0.00731854	0.0309036	0.0386148	0.0164782	0.0392087	0.0136462	0.0316774	0.0440247	0.0226314	0.00942934	0.00343858	0.000900136	0.0193832	0.000863849	0.0230311	0.0143071	0.00201071	0.019314	0.00511059	0.0247201	0.0168101	1.183189
